tract,neighborhood,area,total_tract_area,tract_percent
106603,Unincorporated Santa Susana Mountains,25.020687252707376,111084788.1212658,2.2523954607892417e-07
106603,Porter Ranch,5.5253833214693975,111084788.1212658,4.974023369822345e-08
106603,Sylmar,1448283.3232467715,111084788.1212658,0.013037638615880977
106603,Granada Hills,109636474.2519484,111084788.1212658,0.9869620864043388
106604,Sylmar,28202191.907835223,28203054.016606253,0.9999694320774437
106604,Granada Hills,862.1087710360629,28203054.016606253,3.056792255648783e-05
106641,Granada Hills,12221119.719212934,12221119.719212934,1.0
106642,Granada Hills,16979505.99105739,16979505.99105741,0.9999999999999987
106643,Granada Hills,46681336.324268326,46699506.931083605,0.9996109036688098
106643,Porter Ranch,18170.606815221396,46699506.931083605,0.0003890963311890319
106645,Granada Hills,27207863.403909776,27207863.40390976,1.0000000000000004
106646,Granada Hills,15888375.243879242,15888375.243879233,1.0000000000000007
106648,Sylmar,8534182.051814524,8534183.865508234,0.9999997874789507
106648,San Fernando,1.813693715433999,8534183.865508234,2.1252104993474834e-07
106649,Sylmar,11851656.8285823,11975572.771504316,0.9896526082479434
106649,Mission Hills,105634.41981661643,11975572.771504316,0.008820824008349049
106649,San Fernando,11244.156518529211,11975572.771504316,0.0009389243197857309
106649,Granada Hills,7037.366586948049,11975572.771504316,0.0005876434239281941
107010,Sylmar,7369001.301111514,7369001.301111511,1.0000000000000004
107020,San Fernando,0.43959602638781803,10697864.283900373,4.109194272069641e-08
107020,Sylmar,10697863.844304346,10697864.283900373,0.9999999589080573
108101,Porter Ranch,12147387.63214067,12147387.632140666,1.0000000000000002
108102,Chatsworth,21607.997547406372,23504174.652357645,0.000919325943880311
108102,Porter Ranch,23482566.654810246,23504174.652357645,0.99908067405612
108103,Granada Hills,146135.91223559374,27606102.456645045,0.005293608993341161
108103,Porter Ranch,27459966.54440953,27606102.456645045,0.9947063910066616
108104,Porter Ranch,8889438.28149167,8890331.819413597,0.9998994932990043
108104,Granada Hills,893.5379219384765,8890331.819413597,0.00010050670099706289
108202,Unincorporated Santa Susana Mountains,721014.8123271578,64352782.43696903,0.01120409693292381
108202,Porter Ranch,682323.2419141382,64352782.43696903,0.010602855324592165
108202,Chatsworth,62949444.38272786,64352782.43696903,0.978193047742486
108203,Unincorporated Santa Susana Mountains,106.97983973599236,14770770.233700546,7.242671711994434e-06
108203,Porter Ranch,14770663.253860809,14770770.233700546,0.999992757328288
108204,Chatsworth,4066216.0428500823,15420095.747340256,0.26369590108099333
108204,Porter Ranch,11353879.704490066,15420095.747340256,0.7363040989189996
109100,Granada Hills,55060.09940470261,29123463.134629056,0.001890575277746889
109100,Mission Hills,28178762.466618385,29123463.134629056,0.9675622138876959
109100,Pacoima,4422.77836597893,29123463.134629056,0.00015186306468889873
109100,Sylmar,885217.790239829,29123463.134629056,0.03039534776986281
109200,Granada Hills,10752985.784699619,10945273.514108013,0.9824318936241709
109200,Mission Hills,192287.72940856844,10945273.514108013,0.017568106375845004
109300,Granada Hills,13263599.984214397,13271683.287162798,0.9993909361176349
109300,Mission Hills,8083.302948276245,13271683.287162798,0.0006090638823558215
109400,Mission Hills,13842192.973246368,13893160.916951202,0.9963314364521145
109400,Pacoima,50967.94370481827,13893160.916951202,0.00366856354788432
109500,San Fernando,195711.16635843395,12856453.408308122,0.01522279590979275
109500,Sylmar,10676.087753641103,12856453.408308122,0.0008304069104113877
109500,Mission Hills,2813863.2953727883,12856453.408308122,0.21886777060572615
109500,Pacoima,9836202.858823229,12856453.408308122,0.7650790265740673
109601,Arleta,4153300.2619152227,24194048.697778687,0.17166619418669465
109601,Panorama City,123988.44577132072,24194048.697778687,0.005124749781242872
109601,Pacoima,78478.76501913929,24194048.697778687,0.0032437218755513465
109601,North Hills,18690.94901910435,24194048.697778687,0.0007725432503085113
109601,Mission Hills,19819590.27605394,24194048.697778687,0.8191927909062042
109603,Mission Hills,10644815.782698287,10751114.69641813,0.9901127541914088
109603,Granada Hills,1386.273906062587,10751114.69641813,0.00012894234181358343
109603,North Hills,104912.63981367397,10751114.69641813,0.009758303466767678
109604,Granada Hills,58253.82788354374,12645174.070558071,0.0046068031613085425
109604,Mission Hills,12586920.242674518,12645174.070558071,0.9953931968386908
109700,Granada Hills,17079329.364551477,17079329.364551485,0.9999999999999996
109800,North Hills,14715862.412344703,15061830.06451491,0.9770301715868317
109800,Granada Hills,345967.6521703058,15061830.06451491,0.02296982841317485
111100,Granada Hills,11400603.157947082,11400603.157947084,0.9999999999999999
111201,Porter Ranch,7448.903364868166,20587432.508585136,0.0003618179858883282
111201,Granada Hills,20579983.60522027,20587432.508585136,0.9996381820141117
111202,Granada Hills,19356112.06852866,20091109.761151616,0.9634167698369677
111202,Porter Ranch,734997.6926229045,20091109.761151616,0.03658323016302981
111204,Northridge,8320999.950458638,35639243.90241041,0.23347857696542937
111204,Porter Ranch,27312931.092142776,35639243.90241041,0.7663723497314572
111204,Chatsworth,5312.859809069713,35639243.90241041,0.00014907330311545654
111205,Northridge,12365170.906443981,12474960.689961119,0.9911991880178438
111205,Granada Hills,25876.900825239474,12474960.689961119,0.002074307203714333
111205,Porter Ranch,83912.88269210128,12474960.689961119,0.006726504778458169
111206,Porter Ranch,28131234.107497953,28228462.9353625,0.9965556456939515
111206,Granada Hills,97228.8278648272,28228462.9353625,0.0034443543060584505
111302,Northridge,16437603.25231442,16712782.026979674,0.9835348313511761
111302,North Hills,37660.1027573341,16712782.026979674,0.0022533712637751676
111302,Granada Hills,237518.67190789033,16712782.026979674,0.014211797385047006
111303,Granada Hills,16825831.1188539,16832231.601974446,0.9996197483927327
111303,Northridge,6400.483120558,16832231.601974446,0.0003802516072679997
111304,Granada Hills,4604122.0877477,4708175.0564243,0.9778995115029505
111304,Porter Ranch,104052.9686763508,4708175.0564243,0.02210048849699644
111401,Granada Hills,177612.21046476485,9049528.959079912,0.019626680158480108
111401,North Hills,8871916.748615162,9049528.959079912,0.9803733198415215
111402,Granada Hills,10453334.535289362,10453334.535289366,0.9999999999999997
113101,Chatsworth,24410141.618066907,24410141.618066896,1.0000000000000004
113102,Porter Ranch,521315.88854294305,39509556.96672339,0.013194678163109173
113102,Chatsworth,38988241.07818043,39509556.96672339,0.9868053218368904
113211,Unincorporated Santa Susana Mountains,302858.8287625038,78395455.4153234,0.0038632192026695736
113211,Chatsworth,78092589.76887533,78395455.4153234,0.9961366938320142
113212,Chatsworth,10747373.818404714,10747373.818404717,0.9999999999999997
113213,Chatsworth,14001134.040971119,14001134.040971112,1.0000000000000004
113231,West Hills,19846994.83858864,44571715.892656446,0.4452822701819876
113231,Chatsworth,24300057.319982078,44571715.892656446,0.545190079253505
113231,Chatsworth Reservoir,384702.4806538847,44571715.892656446,0.008631089760609095
113232,Chatsworth,31.61554138398973,22234493.650223266,1.421914161003269e-06
113232,West Hills,22117356.146934994,22234493.650223266,0.9947317215705024
113232,Canoga Park,65779.55601443669,22234493.650223266,0.002958446324401733
113232,Chatsworth Reservoir,51326.33173242207,22234493.650223266,0.002308410190933522
113234,Canoga Park,10574458.772011967,11009759.176758802,0.960462313683869
113234,Winnetka,351445.5436337724,11009759.176758802,0.03192127438860435
113234,Chatsworth,83854.86111311098,11009759.176758802,0.007616411927531123
113235,Chatsworth,15170365.981164146,15356123.1100943,0.987903383712257
113235,Chatsworth Reservoir,49823.88413771656,15356123.1100943,0.0032445613896495127
113237,Chatsworth,49737366.70679012,51095007.761815414,0.9734290860399889
113237,Chatsworth Reservoir,1248799.9947874986,51095007.761815414,0.024440743812172552
113237,Unincorporated Santa Susana Mountains,108828.74286767354,51095007.761815414,0.0021299290798621625
113238,Canoga Park,7542877.525537623,7638426.152426332,0.9874910583696147
113238,West Hills,95548.62688863644,7638426.152426332,0.012508941630375728
113239,Canoga Park,4537899.467664466,4673877.303603498,0.9709068451937762
113239,Chatsworth,117199.16590359932,4673877.303603498,0.02507536212241607
113239,West Hills,18758.994604335916,4673877.303603498,0.004013583024499376
113239,Chatsworth Reservoir,19.675431112774596,4673877.303603498,4.209659311682208e-06
113301,Northridge,23948291.058931157,24263386.515814483,0.9870135417132332
113301,Porter Ranch,32021.67391577289,24263386.515814483,0.0013197528669339576
113301,Chatsworth,283073.7829674424,24263386.515814483,0.011666705419828328
113303,Chatsworth,44050181.78531896,44083458.565538526,0.9992451413454756
113303,Northridge,33276.78021956266,44083458.565538526,0.0007548586545243571
113322,Northridge,18290.066912916103,19231487.458689008,0.0009510479598733503
113322,Chatsworth,19212170.34305843,19231487.458689008,0.998995547501353
113322,Porter Ranch,1027.0487176531065,19231487.458689008,5.340453877316047e-05
113323,Chatsworth,7791572.695502356,7791572.695502355,1.0000000000000002
113324,Chatsworth,3492170.5376467574,3492170.5376467565,1.0000000000000002
113423,Winnetka,7649036.209317622,7649036.20931762,1.0000000000000002
113424,Chatsworth,116168.72788991612,18739915.286192648,0.006198999628109733
113424,Northridge,12194536.596607804,18739915.286192648,0.6507252786565475
113424,Winnetka,6429209.961694877,18739915.286192648,0.34307572171534007
113425,Chatsworth,69315.76083129397,3651865.44184815,0.018980918638725742
113425,Canoga Park,3582549.681016874,3651865.44184815,0.9810190813612792
113426,Winnetka,9289017.556467263,20084001.92757844,0.4625082983940569
113426,Chatsworth,10636089.05946551,20084001.92757844,0.5295801652389066
113426,Canoga Park,158895.31164570415,20084001.92757844,0.0079115363670383
113427,Canoga Park,1324498.7646035315,2790247.43410148,0.47468864173691055
113427,Winnetka,1465748.6694979223,2790247.43410148,0.52531135826308
113428,Winnetka,13674399.675577432,13674399.67557743,1.0000000000000002
115101,North Hills,228.22216226598633,41786208.66993243,5.461662341005951e-06
115101,Northridge,41785980.44777022,41786208.66993243,0.9999945383376604
115103,Granada Hills,75469.87743068075,16345330.119763782,0.004617213410662606
115103,Northridge,16269860.24233294,16345330.119763782,0.9953827865893276
115104,Northridge,10980251.113146067,10980251.113146069,0.9999999999999998
115202,Northridge,18742318.287629984,18742318.287629988,0.9999999999999998
115203,Northridge,6509085.113626702,6509085.1136267,1.0000000000000002
115204,Northridge,8295903.7350261565,8295903.735026156,1.0000000000000002
115301,Northridge,17664625.723649997,17664625.72365,0.9999999999999998
115302,Northridge,9017482.790456299,9017482.790456302,0.9999999999999996
115401,Northridge,20505497.0207111,20505497.020711098,1.0000000000000002
115403,Northridge,7574458.090239553,7574458.090239551,1.0000000000000002
115404,Northridge,10260635.461042177,10260635.461042175,1.0000000000000002
117101,North Hills,8389682.597121302,8389682.5971213,1.0000000000000002
117102,Panorama City,62674.30131991741,11180020.052763294,0.005605920295681992
117102,North Hills,11033889.13897577,11180020.052763294,0.9869292798136433
117102,Mission Hills,83456.61246782826,11180020.052763294,0.007464799890694367
117201,North Hills,8494786.366740827,8520574.063908031,0.9969734789025029
117201,Mission Hills,25787.697166945352,8520574.063908031,0.003026521097466714
117202,North Hills,19522775.57548709,19522775.57548709,1.0
117301,Northridge,113990.59857794184,14335349.611770893,0.007951713886652828
117301,North Hills,14221359.013192972,14335349.611770893,0.9920482861133487
117302,Van Nuys,579.5157194470885,22083821.299979966,2.6241641406852637e-05
117302,Northridge,21403191.786044832,22083821.299979966,0.9691797219018544
117302,North Hills,680049.9982155641,22083821.299979966,0.030794036456733193
117303,Northridge,135846.60431576884,19379948.339637995,0.007009647390954107
117303,North Hills,19244101.735322185,19379948.339637995,0.9929903526090438
117404,North Hills,19003850.066396512,19003850.066396527,0.9999999999999992
117405,North Hills,2172353.9641140383,2172353.9641140387,0.9999999999999998
117407,North Hills,2134618.852780821,2134618.85278082,1.0000000000000004
117408,North Hills,4052431.8206514465,4052431.8206514465,1.0
117510,North Hills,3606833.1719319583,3606833.1719319597,0.9999999999999997
117520,North Hills,3505710.4222848024,3505710.422284802,1.0000000000000002
117530,Panorama City,20429.50525927169,5993764.527783108,0.003408459769244201
117530,North Hills,5973335.022523779,5993764.527783108,0.9965915402307464
119001,Pacoima,52931.211351087935,11551199.917247329,0.0045823128099493175
119001,Arleta,11495288.216105849,11551199.917247329,0.9951596629318139
119001,Sun Valley,2980.48979034428,11551199.917247329,0.00025802425823260585
119003,Pacoima,105751.06062823367,9166982.726394039,0.011536081585901747
119003,Arleta,9061231.665765723,9166982.726394039,0.9884639184140893
119004,Pacoima,60345.0117812881,9143478.489708558,0.006599787143285723
119004,Arleta,9083133.477927301,9143478.489708558,0.9934002128567178
119201,Arleta,10034609.223649845,10248164.524390815,0.9791616049651911
119201,Panorama City,213555.3007410746,10248164.524390815,0.02083839503481908
119202,Panorama City,22935.923383107984,10437023.899655605,0.0021975539774192537
119202,Arleta,10128411.3514295,10437023.899655605,0.9704309819357329
119202,Mission Hills,150.64758993612685,10437023.899655605,1.4433960426314425e-05
119202,Pacoima,285525.9772528117,10437023.899655605,0.02735703012639775
119310,Arleta,6116.217566444072,4615162.774970645,0.0013252441711512492
119310,Panorama City,4538526.992165071,4615162.774970645,0.9833947822553103
119310,North Hills,70519.56523923813,4615162.774970645,0.015279973573561915
119320,Panorama City,5127512.237896703,5345155.410311565,0.9592821619377059
119320,North Hills,217643.17241488732,5345155.410311565,0.040717838062298936
119340,Panorama City,1314702.0872736475,1314702.0872736473,1.0000000000000002
119341,Panorama City,3512711.132816887,3512711.1328168875,0.9999999999999999
119342,Panorama City,2358167.8157815905,2358167.8157815905,1.0
119400,Panorama City,364149.0554800873,12071382.857598316,0.030166308183231398
119400,Arleta,11707233.802118229,12071382.857598316,0.9698336918167686
119700,Panorama City,5878938.134967409,14103382.307708673,0.416845974015331
119700,Sun Valley,652580.0005797826,14103382.307708673,0.046271170017357706
119700,Arleta,7571864.172161398,14103382.307708673,0.5368828559673053
119801,Panorama City,184449.4378705315,6590354.039569788,0.027987788935626316
119801,Arleta,6405904.601699247,6590354.039569788,0.9720122110643723
119802,Arleta,6622777.440804029,6778131.248853741,0.977080141657631
119802,Panorama City,155353.80804980724,6778131.248853741,0.022919858342382988
119900,Panorama City,11324965.599067282,11324965.599067288,0.9999999999999996
120010,Van Nuys,33949.21173332457,6087626.560428725,0.005576756622031309
120010,Panorama City,5832714.308836386,6087626.560428725,0.9581261680456321
120010,North Hills,220963.03985893074,6087626.560428725,0.036297075332322834
120020,North Hills,279.2011562507522,5737369.721875741,4.866361587021306e-05
120020,Panorama City,5737090.520719549,5737369.721875741,0.9999513363841399
120030,Panorama City,4065310.8636878864,4065310.8636878864,1.0
120103,Panorama City,1490376.3144740683,1490376.314474068,1.0000000000000002
120104,Panorama City,4885243.1562764635,4885243.156276462,1.0000000000000004
120105,Panorama City,5929586.004975505,5929586.004975504,1.0000000000000002
120106,Panorama City,2210651.8565136893,2220341.066984609,0.9956361612118997
120106,North Hills,9689.210470974367,2220341.066984609,0.0043638387881250375
120107,North Hills,94538.26033524198,2231008.6730531957,0.04237467181419058
120107,Panorama City,2136470.412717929,2231008.6730531957,0.9576253281857984
120108,North Hills,489065.7791904924,4164596.787530072,0.11743412487251767
120108,Panorama City,3675531.0083395955,4164596.787530072,0.8825658751274862
120300,Panorama City,18498149.79131138,18498149.79131138,1.0
120400,Panorama City,11471575.676704528,11471575.676704528,1.0
121010,Sun Valley,21925909.801730637,21926993.051129054,0.9999505974487294
121010,Arleta,1083.2493984129562,21926993.051129054,4.940255127034749e-05
121020,Sun Valley,8874538.94986943,8874538.949869428,1.0000000000000002
121101,Sun Valley,5079000.290440905,5082880.835177537,0.999236546190543
121101,Shadow Hills,3880.5447367332026,5082880.835177537,0.0007634538094768577
121102,Shadow Hills,31379282.02349615,81152095.60067567,0.3866724795118524
121102,Pacoima,8524914.101315552,81152095.60067567,0.10504860087980986
121102,Sun Valley,41247899.47586405,81152095.60067567,0.5082789196083388
121210,Sun Valley,8586322.312875383,21817534.83326783,0.39355144284141486
121210,Arleta,4272.405584758562,21817534.83326783,0.00019582439617531444
121210,Pacoima,13226940.114807596,21817534.83326783,0.6062527327624055
121221,Sun Valley,5427461.45929394,5427461.459293938,1.0000000000000004
121222,Sun Valley,14367773.42261947,14367773.422619486,0.9999999999999988
121600,Sun Valley,12264569.471107423,12264569.471107423,1.0
121801,Sun Valley,5227512.243233573,5227512.243233571,1.0000000000000004
121802,Sun Valley,10232438.646112844,10232438.646112846,0.9999999999999998
121900,Sun Valley,18163072.334621657,18163072.334621653,1.0000000000000002
122000,Arleta,37483.64099578261,35142723.97443274,0.0010666117123718968
122000,Valley Glen,6617393.215502122,35142723.97443274,0.18830052048089532
122000,Van Nuys,1347.0382768733045,35142723.97443274,3.8330502719519144e-05
122000,Sun Valley,28486500.079657987,35142723.97443274,0.8105945373040141
122120,Sun Valley,7747578.597206459,7747578.59720646,0.9999999999999999
122121,Sun Valley,4433980.511173237,4433980.511173237,1.0
122122,Sun Valley,11114633.326671382,11114633.326671384,0.9999999999999998
122200,Sun Valley,18349457.872407112,18349521.854377642,0.9999965131532561
122200,Burbank,63.98197052559067,18349521.854377642,3.486846743656511e-06
122410,Sun Valley,7031616.862393633,7609489.701076743,0.9240589236093794
122410,North Hollywood,577872.8386831963,7609489.701076743,0.075941076390632
122420,North Hollywood,2222243.3081084513,9285646.618581068,0.2393202540856579
122420,Sun Valley,7063403.310472455,9285646.618581068,0.7606797459143247
123010,North Hollywood,3883064.4040074595,10933643.22671366,0.3551482633455745
123010,Sun Valley,7050578.822706555,10933643.22671366,0.644851736654458
123020,Sun Valley,6088162.156346589,6088162.156346589,1.0
123103,Burbank,17686.363788458697,9712009.988272732,0.0018210817132411324
123103,North Hollywood,9694323.624484273,9712009.988272732,0.9981789182867588
123104,Burbank,11.567576832479972,8413572.403272098,1.3748710153110775e-06
123104,North Hollywood,8413560.835695267,8413572.403272098,0.9999986251289849
123203,Sun Valley,16755.989608733482,6324538.352138424,0.0026493616886785138
123203,North Hollywood,6307782.362529729,6324538.352138424,0.9973506383113274
123204,North Hollywood,3489508.1344939745,3489508.1344939745,1.0
123205,North Hollywood,8155654.96472415,8155654.964724148,1.0000000000000002
123206,North Hollywood,6488594.404290784,6488594.404290783,1.0000000000000002
123301,Sun Valley,6106884.109124189,14029675.947310217,0.4352833331332223
123301,North Hollywood,7922791.83818594,14029675.947310217,0.5647166668667715
123303,Valley Glen,6755475.763902979,6817487.78617354,0.9909039775038062
123303,Sun Valley,62012.02227058288,6817487.78617354,0.009096022496197011
123304,Valley Glen,8965702.509049632,9461746.517959984,0.9475737372620607
123304,Sun Valley,77105.26266936513,9461746.517959984,0.008149157507338247
123304,North Hollywood,418938.7462410053,9461746.517959984,0.04427710523060296
123410,Valley Glen,5350547.13587779,5350547.13587779,1.0
123420,Valley Glen,8467590.283553502,8467590.283553498,1.0000000000000004
123510,Valley Glen,8553915.529028568,8594011.571622793,0.9953344206881661
123510,Van Nuys,40096.042594121405,8594011.571622793,0.004665579311821911
123520,Valley Glen,5498247.313350718,5498247.313350717,1.0000000000000002
123601,Sherman Oaks,2381327.4890726223,16494226.452941446,0.14437339610115246
123601,Valley Village,234364.49574963405,16494226.452941446,0.014208880690360559
123601,Valley Glen,13878534.46811922,16494226.452941446,0.8414177232084888
123602,Valley Glen,9985608.706840606,9985608.706840603,1.0000000000000004
123700,Valley Glen,10250472.206140352,10250472.206140356,0.9999999999999997
123800,Valley Glen,13684868.678171607,13884988.516937118,0.9855873241435237
123800,North Hollywood,200119.8387654945,13884988.516937118,0.014412675856475165
123901,Valley Glen,41568.04888516441,13897462.889048927,0.0029910530588946314
123901,North Hollywood,13855894.840163779,13897462.889048927,0.9970089469411065
123902,Valley Glen,2854995.77110632,7151226.907936039,0.39923160149456344
123902,North Hollywood,4296231.136829725,7151226.907936039,0.6007683985054373
124000,Valley Village,14531311.55974798,14531311.559747977,1.0000000000000002
124102,North Hollywood,6987656.381572983,6987656.381572983,1.0
124103,North Hollywood,3486761.929483968,3486761.9294839674,1.0000000000000002
124104,North Hollywood,3492065.184171627,3492065.1841716273,0.9999999999999999
124105,North Hollywood,3493113.6012059166,3493113.601205917,0.9999999999999999
124201,North Hollywood,10468289.924610209,10468289.924610205,1.0000000000000004
124203,North Hollywood,3490018.8702746807,3490018.8702746797,1.0000000000000002
124204,North Hollywood,3491073.8280956005,3491073.8280956014,0.9999999999999998
124300,North Hollywood,9590063.748987641,9590065.056133093,0.9999998636979578
124300,Burbank,1.3071454498542607,9590065.056133093,1.3630204197815192e-07
124400,Valley Village,3357185.7875790005,10500727.974305999,0.31970981400466947
124400,Valley Glen,7143542.18672689,10500727.974305999,0.6802901859953202
124500,Valley Glen,4109519.1736195553,8695825.099387093,0.4725853069318524
124500,Sherman Oaks,4586305.925767646,8695825.099387093,0.5274146930681601
124600,Sherman Oaks,12055244.078993682,12055244.078993676,1.0000000000000004
