neighborhood,total_population,white_alone,black_alone,american_indian_and_alaska_native,asian_alone,native_hawaiian_and_pacific_islander,some_other_race,two_or_more_races,latino_alone,white_percent,black_percent,american_indian_percent,asian_percent,native_hawaiian_percent,other_percent,two_or_more_races_percent,latino_percent,nonwhite_percent,majority_nonwhite,majority_white,majority_black,majority_asian,majority_latino,non_hispanic_percent,diversity_index
Canoga Park,63374.90220241728,13855.668880368952,2985.0683693866567,150.75229073426377,8465.957484726774,18.063587789331883,189.11407258838864,1277.2685395916753,36433.008977231235,0.21863022109469166,0.047101743208256955,0.002378738041326929,0.1335853341072905,0.0002850274661038119,0.0029840530875197995,0.02015416979283255,0.5748807132019778,0.7813697789053083,True,False,False,False,True,0.42511928679802224,0.9653046414076033
Carson,94789.58837045354,5802.998078070512,21417.977106207512,90.56514055595471,23414.45080455481,1699.9097389580365,279.83018071591545,3682.3016257599756,38401.55569563082,0.06121978349975977,0.22595284434090462,0.0009554334195651428,0.24701500668034582,0.01793350691971048,0.0029521193785787144,0.038847110627476575,0.4051241951336589,0.9387802165002402,True,False,False,False,False,0.5948758048663412,0.9398383803760295
Carthay,4814.164169456179,2910.281912568333,316.1123993507988,9.030948160801744,343.5930962289484,0.451076081938011,56.765918340205246,328.4401324503935,849.4886862747597,0.6045248583404846,0.06566298701577261,0.0018759119637214003,0.07137128775310578,9.369769415008666e-05,0.011791438002958192,0.06822370839245705,0.17645611083735027,0.39547514165951536,False,True,False,False,False,0.8235438891626498,0.7340893062501009
Castaic,10359.41365593365,4716.409501797459,245.18150407706148,7.642575183961943,1062.5193457316914,2.349022153796374,35.494284246328746,556.0542933045668,3733.7631294387825,0.45527764972450935,0.023667507855198618,0.0007377420612588861,0.10256558730262723,0.00022675242362302084,0.003426283130030085,0.0536762322437111,0.3604222452590416,0.5447223502754907,True,False,False,False,False,0.6395777547409585,0.8823128213731408
Castaic Canyons,51318.81066510338,24062.32888604675,2913.250850513394,26.27123609117428,5629.8066823796935,91.54477617228783,448.98603554028693,2243.9004641229953,15902.721734236797,0.46887931684685463,0.05676770004520769,0.0005119221538982125,0.10970259461230934,0.0017838444614332804,0.00874895637138364,0.04372471682491348,0.3098809486839997,0.5311206831531454,True,False,False,False,False,0.6901190513160003,0.8654496435686021
Central-Alameda,44147.37917292468,516.6593661771033,2731.5972644215312,14.131708344190288,290.44852441470545,7.0000001280880335,221.6183628258676,259.44481598075214,40106.47913063244,0.011703058615401734,0.06187450570331485,0.0003201029961220706,0.0065790660704234,0.0001585598116859696,0.005019966461832117,0.005876788630294685,0.9084679517109251,0.9882969413845982,True,False,False,False,True,0.09153204828907491,0.9966578718299146
Century City,5822.275829521973,3898.636784839622,171.9960002899491,0.7960504460827622,1073.1587992296165,3.5819757628195474,0.1366369802925722,262.5354772714977,411.4341047020924,0.669607022922463,0.029541025764846067,0.00013672496277939488,0.18431947071077295,0.0006152191802142152,2.34679675599963e-05,0.04509155611287016,0.07066551237849417,0.330392977077537,False,True,False,False,False,0.9293344876215058,0.5802476866713057
Cerritos,49208.61450342309,6174.48263466827,3970.4474531886463,85.76704513700733,29389.49277875185,168.87074286447114,257.5825843366561,2084.6528729357974,7077.318391540389,0.12547564480277648,0.08068602404793272,0.001742927452896304,0.597242842037494,0.003431731304947105,0.005234501863870562,0.0423635758489153,0.14382275264116756,0.8745243551972235,True,False,False,True,False,0.8561772473588325,0.7143623977956497
Charter Oak,8841.324363366584,1996.922596967524,524.1219238341021,21.87918892234118,1078.8072241094383,79.63508594279439,7.9560190474766985,311.7268559444628,4820.2754685984455,0.22586238383489635,0.05928092922433261,0.00247465063186643,0.1220187360820514,0.009007144480837833,0.0008998673411917691,0.03525793683535483,0.5451983515694688,0.7741376161651037,True,False,False,False,True,0.45480164843053117,0.964964087591296
Chatsworth,52659.63960012853,21843.52650633857,4000.4095273273497,94.69078339923965,10648.049220122455,103.73610898642917,274.39423750026,2670.222989040359,13024.610227413868,0.41480584888555244,0.07596727888197673,0.001798166187962451,0.2022051290319971,0.0019699357947405315,0.005210712408665824,0.05070720212513269,0.24733572668397216,0.5851941511144476,True,False,False,False,False,0.7526642733160278,0.8627085485789768
Chatsworth Reservoir,150.35697347441345,65.65552979507,11.684837556037413,0.0001052414827920552,22.79903171667854,4.209659311682208e-05,0.446725105113396,11.579666907068441,38.191035056369735,0.4366643480373242,0.0777139715307308,6.999441419986041e-07,0.15163268579995925,2.799776567994416e-07,0.0029710966827183184,0.07701449849307439,0.2540024195343941,0.5633356519626758,True,False,False,False,False,0.7459975804656058,0.8635550196654442
Chesterfield Square,8746.48947804511,219.32079764887908,2882.879721865019,13.024527177296797,95.49483505411135,14.616732423865367,2.6049054354593593,211.96527256801022,5306.5826858724695,0.025075294288000278,0.3296042062477115,0.001489114828296558,0.010918075794159073,0.0016711541768335025,0.0002978229656593116,0.02423432545137934,0.6067100062479605,0.9749247057119997,True,False,False,False,True,0.39328999375203955,0.9428127440214935
Cheviot Hills,7566.557938712836,5370.792417200232,106.40235654103192,0.0002222192110065,849.8116267576107,0.42056996615517006,53.62980528842945,424.6544381119117,760.8465026282545,0.7098065541428827,0.014062187510207878,2.936859967324881e-08,0.11231152046159763,5.5582732539904946e-05,0.007087741311547075,0.056122538352511527,0.1005538461201136,0.29019344585711726,False,True,False,False,False,0.8994461538798864,0.5768151873436397
Chinatown,14881.75915903598,2182.131096384587,2209.887545467912,32.84486564231156,5124.586068052545,11.747581179893821,122.64597410843484,503.8735978863267,4694.042430313969,0.14663125999184243,0.1484963922511877,0.00220705531458414,0.3443535144795683,0.000789394657872881,0.00824136265059538,0.0338584701245069,0.3154225505298422,0.8533687400081575,True,False,False,False,False,0.6845774494701578,0.9078840091753332
Citrus,12950.518756104393,1627.604543013956,254.27101992258764,1.295202495334332,1371.086810361553,0.0,63.63780440022763,336.8500268922567,9295.77334901848,0.12567871400879316,0.019634041285236836,0.00010001163040081476,0.10587118834257304,0.0,0.004913919326222444,0.026010543147816232,0.7177915822589577,0.8743212859912068,True,False,False,False,True,0.28220841774104233,0.9837069954930137
Claremont,39424.410378312954,18790.737096437337,2159.183231623193,20.31736097068877,5871.758088147317,100.70532450588973,284.2786530513526,2415.6510814782046,9781.779542098971,0.4766269657839694,0.05476767340091767,0.0005153497738006802,0.14893711869885878,0.002554390123771817,0.007210726814261551,0.061272979311493635,0.24811479609292644,0.5233730342160305,True,False,False,False,False,0.7518852039070736,0.8417963162400808
Commerce,12614.13440309249,461.3106715806566,306.1474083880025,0.7560209281955204,246.57020590752416,0.15025999390092798,30.427639281634605,50.44886422130578,11518.32333279127,0.03657093359236456,0.024270187601057047,5.9934427843909266e-05,0.0195471364128699,1.1912033683745286e-05,0.002412186069158653,0.003999391683105716,0.9131283181799165,0.9634290664076355,True,False,False,False,True,0.08687168182008354,0.9980576850461723
Compton,96797.25222744557,910.3748096679216,23717.357125598373,67.04489512908266,854.4583942536701,134.01085311329925,892.4489526301334,822.3325750057076,69399.22462204739,0.009404965417084401,0.2450209750775718,0.0006926322140999058,0.008827300099861718,0.0013844489386786773,0.009219775686743011,0.008495412380854196,0.7169544901851064,0.9905950345829156,True,False,False,False,True,0.2830455098148936,0.9642304563764175
Covina,54729.65517119317,10051.750185152641,2338.1645527141454,37.69113457003105,7126.860351837326,57.48464701585794,432.29389564566077,1200.1837703922233,33485.22663386528,0.18366185852461497,0.04272207718832537,0.000688678458728344,0.13021935419736635,0.0010503381911698003,0.007898714038914642,0.021929313580326328,0.6118296658205541,0.816338141475385,True,False,False,False,True,0.3881703341794459,0.9724287393089649
Cudahy,22462.874275041475,416.67833831714955,169.31709214652284,0.895896608814419,54.97386343311112,8.333956480240012,63.073949528532,0.6743853098703473,21748.926793217233,0.018549644770087206,0.007537641446653657,3.9883436012899326e-05,0.002447320977716224,0.00037101024464620186,0.002807919803861144,3.002221806581794e-05,0.9682165571029568,0.9814503552299128,True,False,False,False,True,0.03178344289704316,0.9996180175424548
Culver City,40467.34382724891,18944.53045677708,3181.5706348335907,62.91565900180521,7088.709240017237,87.03555835671847,57.64294425516683,2824.186156765938,8220.753177241368,0.4681436601732352,0.07862069347608781,0.0015547266771544469,0.1751711026618954,0.0021507603446439347,0.0014244311289922775,0.06978926437134371,0.20314536116664714,0.5318563398267648,True,False,False,False,False,0.7968546388333528,0.8268597809015525
Cypress Park,8483.419195583341,1040.6887984064444,98.06454466538199,0.0,808.3687621098388,0.0,12.4491393835618,149.57171820500744,6374.2762328131075,0.1226732729355459,0.011559554279297737,0.0,0.0952880841407311,0.0,0.001467467196486424,0.01763106534719843,0.7513805561007405,0.8773267270644541,True,False,False,False,True,0.2486194438992595,0.9848025533687592
Del Aire,8064.794117388805,2324.465156604206,281.15823999153605,0.0,1339.1979671403565,1.1500485553129159e-05,45.41225136335528,473.9739510308045,3600.5865397580606,0.28822374418614605,0.03486242003194108,0.0,0.1660548239232619,1.426011053193848e-09,0.0056309250679369765,0.05877074406758277,0.44645734129712017,0.711776255813854,True,False,False,False,False,0.5535426587028798,0.9434273616150602
Del Rey,29178.639075255713,11582.571539065271,1223.7054335923974,0.0002703865342460887,3808.9266120295797,17.707029767063304,119.85829904541188,1750.3786549699528,10675.4912363995,0.3969537958638931,0.041938399883431614,9.266591685401253e-09,0.13053818590393593,0.0006068490624732169,0.004107741239619877,0.05998835828002417,0.3658666605000303,0.6030462041361069,True,False,False,False,False,0.6341333394999698,0.9054676609773906
Desert View Highlands,2105.606160683436,422.9369423587911,270.48313879141557,0.0,186.68552465906097,23.204488801895174,19.023735008563758,55.02062775966204,1128.2517033040474,0.20086232186056796,0.12845856164460612,0.0,0.08866117897302633,0.011020336677949062,0.009034802121964275,0.026130540832860923,0.5358322578890253,0.799137678139432,True,False,False,False,True,0.46416774211097467,0.9674187607262581
Diamond Bar,47106.91802693312,6336.74711271696,1713.1622589160047,384.74350589734695,28012.491422541956,68.21773106334868,226.3087294677624,1528.472135567647,8836.775130762093,0.13451839725736164,0.03636753009263976,0.008167452298139564,0.5946576977616317,0.0014481467674099496,0.004804150620475142,0.03244687191579274,0.18758975328654945,0.8654816027426384,True,False,False,True,False,0.8124102467134505,0.7406177150912927
Downey,113906.6157063683,15394.261597977767,3954.7448809807306,64.17215125440507,7932.117898278118,127.94867610943766,279.5974733326292,1351.59790630995,84802.17512212526,0.13514809041172401,0.03471918515405096,0.0005633751021084662,0.06963702546238189,0.0011232769520540173,0.0024546201429896178,0.011865842013901435,0.7444885847607896,0.864851909588276,True,False,False,False,True,0.2555114152392104,0.9849317407178374
Downtown,66161.28797382877,15949.319326794885,11661.635011279152,303.28633584582275,17049.772080057202,135.59445897639202,386.37807506214466,3316.1462040466013,17359.156481766582,0.24106724362899207,0.17626070121083662,0.004584045219400699,0.25770012347404014,0.002049453133833016,0.005839941858673959,0.050122153083814805,0.2623763383904088,0.758932756371008,True,False,False,False,False,0.7376236616095913,0.9046183951879564
Duarte,21481.603796900148,4973.298059291177,1069.5710304481681,71.7349329931224,3868.8243666697267,0.17965702482631596,71.32119954368038,663.7208209028377,10762.953730026611,0.23151428107098954,0.049790092050878906,0.0033393657974212306,0.18009941917036978,8.363296638598321e-06,0.003320105901681895,0.030897172630965957,0.5010312000810542,0.7684857189290104,True,False,False,False,True,0.4989687999189458,0.9557373778171687
Eagle Rock,34071.083729267375,10729.281965218375,558.2693716193858,69.06360971287792,8215.646606998682,18.986194382599372,325.2762865103117,2045.96456426235,12108.595130562795,0.31490873758153526,0.016385430415288706,0.0020270447004757776,0.24113252963366602,0.0005572524353338975,0.009546989731673736,0.0600498821968744,0.35539213330515224,0.6850912624184647,True,False,False,False,False,0.6446078666948478,0.9146166741518393
East Compton,12108.143844340277,89.9381587287222,1682.0863500231133,0.0,48.560106466500024,76.53769789122697,28.5609283651833,31.13075426064073,10151.329848604892,0.00742790636491836,0.1389219001399106,0.0,0.00401053267047191,0.006321175142546979,0.002358819711126373,0.0025710591698323948,0.8383886068011935,0.9925720936350816,True,False,False,False,True,0.16161139319880646,0.985849472492312
East Hollywood,62771.822587241535,15849.272042970817,2132.4716800041724,65.343373871227,10194.866137192079,72.68296168613077,134.31131835289594,1307.9968243787262,33014.87824878549,0.2524902319180422,0.03397179804745068,0.0010409666499711949,0.16241150435010948,0.0011578915298359313,0.00213967530043002,0.020837324303605267,0.5259506079005553,0.7475097680819578,True,False,False,False,True,0.47404939209944474,0.9542343900394907
East La Mirada,10334.330649819774,3413.9352378199956,298.30175188808425,14.000117682727435,722.7636944490755,5.9999983182651455,59.11766393097332,238.29082248026847,5581.921363250384,0.3303489460035356,0.02886512556991647,0.0013547193482697005,0.06993812361342243,0.0005805889632890527,0.00572051213902318,0.023058176727142377,0.5401338076354012,0.6696510539964644,True,False,False,False,True,0.4598661923645988,0.9422014265117377
East Los Angeles,116269.22430830519,2365.217743585146,455.447784241501,212.91938740280028,1826.984884423352,78.01989317201007,238.87645101000356,255.44242260093316,110836.31574186943,0.020342595021649222,0.003917182616044752,0.0018312617863366215,0.015713400474564352,0.0006710278978479179,0.0020545114361181856,0.002196990855667786,0.9532730299117711,0.9796574049783507,True,False,False,False,True,0.0467269700882289,0.999380688328904
East Pasadena,5052.222982755648,1301.6621090960903,154.72696759790148,0.0,1467.127687450401,25.776486771798787,0.006057000691601481,99.7285437206731,2003.1951311180921,0.2576414607072867,0.030625522295040966,0.0,0.2903925049345667,0.005102008929490963,1.1988783377684162e-06,0.019739537241540726,0.3964977670137361,0.7423585392927132,True,False,False,False,False,0.6035022329862638,0.9209149458131053
East San Gabriel,20805.244649177344,3395.927083795727,286.4727557319137,9.682654540949157,11352.591107002097,29.193115395007997,21.5026841294805,549.1337181676723,5160.741530414498,0.16322456866326754,0.013769256769746328,0.00046539488980880677,0.5456600630481405,0.0014031613608620707,0.0010335222917136296,0.026394004368960184,0.24805002860750103,0.8367754313367325,True,False,False,True,False,0.751949971392499,0.7965027731808481
Echo Park,34355.31668327824,10742.28186208133,1017.9733736474116,18.34443591777491,4262.659874946073,67.85419562716118,133.5306936903723,1508.094769483193,16604.577477884923,0.3126817884147149,0.029630737595351283,0.0005339620672658126,0.12407569734383607,0.0019750711731959625,0.00388675484849673,0.0438969834970908,0.4833190050600485,0.6873182115852852,True,False,False,False,False,0.5166809949399516,0.9429131085997691
