neighborhood,total_population,white_alone,black_alone,american_indian_and_alaska_native,asian_alone,native_hawaiian_and_pacific_islander,some_other_race,two_or_more_races,latino_alone,white_percent,black_percent,american_indian_percent,asian_percent,native_hawaiian_percent,other_percent,two_or_more_races_percent,latino_percent,nonwhite_percent,majority_nonwhite,majority_white,majority_black,majority_asian,majority_latino,non_hispanic_percent,diversity_index
El Monte,106982.59739078261,3505.069584561846,623.0691401735638,483.81986950458406,31470.029718303176,445.1097429263733,192.1764729263966,401.43822746898525,69861.88463491769,0.032762988280782154,0.005824023302571695,0.004522416554697231,0.2941602698553902,0.0041605808213880865,0.0017963339609751716,0.0037523694251189706,0.6530210177990765,0.9672370117192178,True,False,False,False,True,0.3469789822009235,0.9520564073265152
El Segundo,17092.922837230006,9820.487016603949,818.3912195295095,8.999999999999973,1716.5874814756405,3.906021119593558e-06,15.083818402047475,1502.663465210995,3210.709832101843,0.5745352687846924,0.04787895126671817,0.0005265337055402322,0.10042679638948292,2.2851686377977873e-10,0.0008824598663251138,0.08791144027971924,0.187838549479005,0.4254647312153076,False,True,False,False,False,0.812161450520995,0.7620218818410935
El Sereno,40130.981414675676,3572.6278152960067,816.5517637020323,92.89285559430955,4959.871840494979,0.0,74.01586198770164,540.6734638958411,30074.347813704808,0.08902418254813765,0.020347166575981714,0.0023147416863405976,0.12359208934474702,0.0,0.0018443571370181954,0.01347271970024934,0.7494047430075255,0.9109758174518623,True,False,False,False,True,0.25059525699247454,0.9852517462609317
Elizabeth Lake,692.2645636937494,475.3087268458622,12.736378834170345,7.227952256558284,43.1712064523449,9.938434352767642,4.292245827898622,19.55425069114655,120.03536843300087,0.6865998229199174,0.018398137796064896,0.010441025925105499,0.062362294296842535,0.01435641064702006,0.006200296899492123,0.0282467884630841,0.1733952230524734,0.3134001770800826,False,True,False,False,False,0.8266047769475267,0.6604766295694624
Elysian Park,2547.611672506681,431.31309086509344,34.830999989609964,0.3168854244163024,1011.5178085457067,1.0303857528979172,6.609692208851094,49.766281892418746,1012.2265278276866,0.16930095568321446,0.013672020883519728,0.0001243852930319275,0.39704552285648786,0.00040445165329458787,0.0025944661347651918,0.019534484956827046,0.3973237125388591,0.8306990443167855,True,False,False,False,False,0.6026762874611409,0.9028202493999811
Elysian Valley,6967.943810934725,1372.067974345655,93.33033768092477,8.547655062649863,2281.216166919848,21.69560300512812,13.695843923763848,288.2907087198044,2889.0995212769503,0.19691145789558212,0.013394243727175641,0.0012267112500586059,0.3273872793491759,0.00311363059086117,0.0019655502821752232,0.04137385669892927,0.414627270206042,0.8030885421044178,True,False,False,False,False,0.5853727297939579,0.9247960328944782
Encino,47298.38028312947,34335.89788058786,1220.8248911017267,64.58889211000239,2660.6178298297677,16.950641315884184,305.7144043812855,2490.029335025969,6203.75640877698,0.7259423615576724,0.02581113526073903,0.0013655624510474022,0.0562517746676151,0.00035837678191974346,0.006463527980266348,0.052645129074623306,0.13116213222611672,0.27405763844232756,False,True,False,False,False,0.8688378677738833,0.5901593447084856
Exposition Park,36232.073492471674,2279.224234436872,6751.874664796683,1.8840774720483435,2428.0889487110794,124.10717383271762,252.329475757682,795.5937702465536,23598.97114721804,0.06290625997185754,0.18635076643349135,5.2000266350746346e-05,0.06701490460422005,0.0034253400887615413,0.006964257119044296,0.021958273252339882,0.6513281982639345,0.9370937400281425,True,False,False,False,True,0.3486718017360655,0.9764287678152626
Fairfax,13581.124409075494,9422.270050028175,498.18897753624003,3.1752111545749395,1596.8737816670157,18.86565776027417,97.35493607845746,582.1490280372609,1362.2467668134932,0.6937768748905508,0.03668245445151277,0.0002337958963436876,0.11758038094400458,0.0013891086770155294,0.007168400284544974,0.04286456780030995,0.1003044170557175,0.30622312510944916,False,True,False,False,False,0.8996955829442825,0.5931124868540768
Florence,53354.8897996252,270.43730734448155,8678.53780561037,34.20036382941068,216.43015422391426,0.2235325539063412,182.0924917429809,351.6997286508235,43621.268415669314,0.005068650846438095,0.1626568406045388,0.0006409977409352822,0.004056425850315122,4.189542040960442e-06,0.0034128547997537063,0.006591705651939966,0.8175683349640381,0.9949313491535619,True,False,False,False,True,0.18243166503596187,0.9814051058692675
Florence-Firestone,64187.99517059668,310.33484969797,3559.5368338887106,85.99992253605959,154.60326324412227,21.393351340625877,33.00067250076912,103.58286149812415,59919.5434158903,0.004834780224451201,0.05545486853777399,0.001339813189483359,0.0024086009047832534,0.000333292094320244,0.0005141253035409666,0.0016137419656561188,0.9335007777799909,0.9951652197755488,True,False,False,False,True,0.06649922222000915,0.9972793380690806
Gardena,60206.34978955085,5088.909147622376,11717.729914149468,32.382546210030746,14529.586273607856,58.30687937993413,723.3519525201602,2313.5012102744563,25742.581865786564,0.08452445905474218,0.19462614749288698,0.0005378593175507697,0.24132979867398552,0.0009684506631566894,0.012014545891730876,0.0384261995347869,0.4275725393711601,0.9154755409452578,True,False,False,False,False,0.57242746062884,0.9472840875206694
Glassell Park,22462.93415771696,5290.442957495178,420.8445342586782,25.11904302512523,4188.305123610161,0.0338018351083925,85.29554369564353,909.250551683646,11543.642602113423,0.23551878487244235,0.01873506512122774,0.0011182440748283002,0.18645405333974602,1.5047827176566846e-06,0.003797168397359208,0.04047781760386277,0.5138973618078161,0.7644812151275576,True,False,False,False,True,0.4861026381921839,0.9546717762785135
Glendale,194258.01216144368,119401.66021788996,3281.1092736597884,167.7756538355963,26522.98544150745,320.49562645889876,666.2248255624265,7235.470991770918,36662.29013075863,0.6146550090230399,0.01689047075666011,0.000863674305985184,0.1365348339890597,0.0016498450843435055,0.0034295873727398247,0.037246705612109694,0.18872987385606202,0.38534499097696007,False,True,False,False,False,0.811270126143938,0.724756481729689
Glendora,52725.53706823299,22099.545759448763,1345.9372132605329,85.81813911601975,5985.052144457124,48.956677499601575,350.3727190832623,1952.8516330078896,20857.002782359796,0.41914311334276927,0.02552723572106498,0.001627638975112972,0.11351334623129147,0.0009285192758917929,0.00664521858980477,0.037038060522374044,0.3955768673416907,0.5808568866572308,True,False,False,False,False,0.6044231326583094,0.9012626978153169
Gramercy Park,10589.371947335076,247.32629309571448,5990.542381826946,3.4357116262479782e-06,22.000192246952448,17.608380584478898,126.1934022727928,880.3117209105185,3305.3895729619603,0.023356087058397895,0.5657127175832678,3.244490460185045e-10,0.002077572905774551,0.0016628352155398818,0.011916986474778672,0.08313162719079463,0.3121421732469975,0.9766439129416021,True,False,True,False,False,0.6878578267530024,0.8170811243938718
Granada Hills,56567.36893818233,24154.755287224052,1709.4418579193816,116.96577312974456,9791.140668495078,0.090006529813404,714.7855990130428,1897.6243077543118,18182.565438116904,0.42700864015119266,0.030219575172171883,0.0020677251801752795,0.1730881398990818,1.591138698916057e-06,0.012636005747309394,0.03354627134643763,0.3214320513649324,0.5729913598488073,True,False,False,False,False,0.6785679486350675,0.8797960472319301
Green Meadows,35336.76162698255,90.78574865354628,6563.17261004472,0.11797378374847199,163.75423248177583,0.0,281.6882131570792,281.40852130011746,27955.834327561566,0.0025691587025400715,0.18573214714257213,3.3385567413848475e-06,0.0046341041154358605,0.0,0.00797153446404061,0.007963619424742042,0.7911260975939279,0.99743084129746,True,False,False,False,True,0.20887390240607207,0.9768855390990062
Green Valley,36.996702582549986,24.29284917625234,0.6926517727795007,0.0,1.4228270142409682,0.0,0.7049389312590983,2.461224991062632,7.422210696955442,0.6566220090033213,0.018721986675271966,0.0,0.03845821154104865,0.0,0.019054101637468436,0.06652552306711526,0.2006181680757742,0.34337799099667865,False,True,False,False,False,0.7993818319242258,0.7058930893957034
Griffith Park,346.3641895420222,199.6515667191222,8.992320979740656,0.39729427777401816,57.15809838860204,0.3668058457228569,2.3300438488924184,17.137262552646405,60.3307969295216,0.5764209255671326,0.025962040104754173,0.0011470420146474666,0.16502311761553343,0.0010590178107265176,0.006727149974635957,0.04947758189236029,0.17418312502020952,0.42357907443286735,False,True,False,False,False,0.8258168749797905,0.743446002351422
Hacienda Heights,54435.41351414698,6621.555320040798,440.5807130397797,129.32469350949395,22778.215869355827,44.02137603020804,129.63703121193126,1087.0416633808923,23205.036847578052,0.12164058087516778,0.0080936413374591,0.0023757455884097275,0.41844480272821105,0.0008086900271046442,0.002381483355100085,0.019969383774376688,0.4262856723141709,0.8783594191248322,True,False,False,False,False,0.5737143276858291,0.9029533987810918
Hancock Park,10351.99870888618,6612.80583482851,402.30106107453435,1.3429924199366219,1704.74990501647,1.0780412721962853,24.304086016562266,369.5004490943304,1235.9163391636416,0.638795079171722,0.03886216298782941,0.0001297326688018029,0.16467833439286547,0.00010413846663938357,0.0023477674891612555,0.035693633614651665,0.11938915120832928,0.36120492082827804,False,True,False,False,False,0.8806108487916707,0.6551344014281436
Hansen Dam,136.08228773398181,18.427436263714075,6.404796650206896,0.09472806142325518,10.876081584394338,0.0,2.079737417526261,2.062308000405601,96.13719975631139,0.1354139217569346,0.047065615642259084,0.0006961086780700862,0.07992283026322473,0.0,0.015282939845865913,0.015154859862710932,0.7064637239509346,0.8645860782430654,True,False,False,False,True,0.2935362760490654,0.9842330989057668
Harbor City,26031.65378689679,4401.3093937410395,2621.4334981958345,14.709014816765139,5130.71042754365,53.56089992941844,40.81841249967146,782.7245400761415,12986.387600094267,0.16907528925252027,0.10070176561411365,0.0005650434250999843,0.1970950624015378,0.0020575296663010584,0.0015680299390051695,0.030068183392563834,0.4988690963088582,0.8309247107474798,True,False,False,False,False,0.5011309036911418,0.961210643883944
Harbor Gateway,40156.94419166026,2967.7199424932405,6505.59432616139,30.77211070822296,7373.234801518457,9.99621290044522,146.52489718878857,826.65178170182,22296.450118987897,0.07390303227080641,0.1620042176294994,0.0007662961245595394,0.18361045517626115,0.00024892862496547286,0.0036488059571828345,0.0205855250777149,0.5552327391390104,0.9260969677291936,True,False,False,False,True,0.4447672608609896,0.9668906127842972
Harvard Heights,18383.839188040503,1161.9908014752905,1422.00330485743,57.44702403990835,3918.8818983919496,47.76709525425665,39.51814886132358,222.88160859537876,11513.349306564964,0.06320718918337888,0.07735072583655463,0.003124865456682202,0.21316994009289172,0.002598319902914036,0.0021496134978721895,0.012123779277854707,0.6262755667518515,0.9367928108166211,True,False,False,False,True,0.3737244332481485,0.9705139698529559
Harvard Park,10289.263498418679,219.19868303007107,2930.2395253106483,26.824839516237418,96.22823775318332,10.242774228003528,22.199454976277426,179.99378907405412,6804.336194530204,0.021303631991129293,0.2847861293241238,0.0026070709065192117,0.009352295989695697,0.0009954817688921762,0.0021575358605296856,0.017493359860180153,0.66130449429893,0.9786963680088707,True,False,False,False,True,0.33869550570107,0.954924839308005
Hasley Canyon,1599.0294092279619,772.8864278162921,49.90038575474318,0.0,209.07413360396242,0.44975419648969084,7.223139255400421,64.13520643652576,495.3603621645483,0.48334722510792005,0.031206671663928886,0.0,0.1307506493610439,0.0002812669947745612,0.00451720225639119,0.04010883481342054,0.30978814980252084,0.51665277489208,True,False,False,False,False,0.6902118501974792,0.8559400273917933
Hawaiian Gardens,14138.684874506434,989.607637665408,404.59206132781514,24.01025083078694,1750.269946994023,23.212634323906823,16.82225941669768,118.67914173340155,10811.490942214394,0.06999290573692442,0.02861596145037068,0.001698195485923871,0.12379298092639066,0.0016417817166122495,0.0011898036886747521,0.008393930750051072,0.7646744402450522,0.9300070942630756,True,False,False,False,True,0.23532555975494784,0.986526964057136
Hawthorne,91460.94188935641,9166.81969170261,21790.976741883107,280.8732049448888,6567.826451587451,292.3627381682318,322.19100004539985,2340.1347938263634,50699.75726719836,0.10022660495659494,0.23825445366880688,0.0030709633986130518,0.07181017728346584,0.0031965856914300474,0.0035227168383545173,0.025586165476595556,0.5543323326861391,0.899773395043405,True,False,False,False,True,0.44566766731386087,0.9635815351697867
Hermosa Beach,15275.486906546275,11081.73673600376,84.52123947252133,0.09828720998679079,1153.1947683077674,12.877407606941356,29.098264123133244,1149.514409246131,1764.445794576032,0.7254588219544549,0.005533128992195983,6.434309465099278e-06,0.0754931594235185,0.0008430112693444012,0.0019048992874108157,0.07525222706672016,0.1155083176968901,0.2745411780455451,False,True,False,False,False,0.8844916823031099,0.5766880342174742
Hidden Hills,1718.6179202369437,1448.5282229844627,75.63740936018318,0.072811798798446,69.41968720197231,0.001059824840084,9.98551849363609,31.099838025844836,83.87337254720617,0.8428448266062278,0.04401060204804285,4.2366484103929e-05,0.040392740227217866,6.166727505889635e-07,0.005810202707684672,0.018095841815472948,0.04880280343849938,0.15715517339377216,False,True,False,False,False,0.9511971965615006,0.3523293127644632
Highland Park,49295.381477412266,10392.25251731819,852.0100711581922,109.26613870457456,5800.113050227299,6.819979630425672,96.17879862996377,1510.63625844382,30528.1046632998,0.21081594676531804,0.017283770722995487,0.002216559349573988,0.11766037459077136,0.00013834926165548933,0.0019510711905948845,0.03064457994175401,0.6192893481773367,0.789184053234682,True,False,False,False,True,0.3807106518226633,0.9690370124184617
Historic South-Central,49472.00652189065,779.3472745797022,2516.023540130484,24.43089088172413,450.53375156444537,70.2332619971438,27.33571413454448,471.473975913494,45132.62811268912,0.01575329826646211,0.050857519575584216,0.0004938326257479331,0.009106842095945525,0.0014196566287657361,0.0005525491294243103,0.009530116303345682,0.9122861853747246,0.9842467017335379,True,False,False,False,True,0.08771381462527539,0.9975474454250868
Hollywood,72135.49151021503,30250.05377350777,5396.517805139375,303.8004318181634,6813.015834390538,63.000022787056295,652.8733911806362,3133.6169804561873,25522.613270935293,0.419350490863767,0.07481085513051755,0.004211525082284115,0.09444748613691437,0.0008733568104701266,0.0090506542273741,0.04344071018095772,0.3538149215677149,0.5806495091362329,True,False,False,False,False,0.6461850784322851,0.8966675253225589
Hollywood Hills,20712.07521312085,14416.741105893469,1332.0973726040654,37.22739140678073,1268.0686000654068,17.0,224.79939382236958,859.7798698089846,2556.361479519774,0.6960548838081003,0.06431501232480065,0.001797376217676036,0.061223638240850954,0.0008207772434715139,0.010853542752681869,0.04151104420788915,0.12342372520452947,0.3039451161918997,False,True,False,False,False,0.8765762747954705,0.6141606581551926
Hollywood Hills West,13861.855817427795,10461.84530381633,282.5664947951724,10.183324689935052,1138.4201027291642,14.970616803315862,41.75048624959152,738.5224564235461,1173.5970319207408,0.7547218382305775,0.02038446356078211,0.0007346292461888173,0.08212609608144153,0.0010799864751510457,0.003011897310106255,0.05327731482353467,0.08466377427221815,0.24527816176942252,False,True,False,False,False,0.9153362257277818,0.512627078679873
Huntington Park,54791.64821314462,784.2459751199034,255.65537609079612,80.1622913344758,370.62594698787547,47.72586106981694,65.88475453903169,13.09767374997389,53174.25033425275,0.014313239347520875,0.004665955203542571,0.0014630385094939473,0.006764278116732426,0.0008710426246744558,0.001202459803412627,0.00023904507670626586,0.970480941317917,0.9856867606524792,True,False,False,False,True,0.029519058682083044,0.9997404784921804
Hyde Park,36090.21038215502,1927.0442328431484,19981.46302296067,13.196771568090998,676.1940228595669,101.14050769937762,334.30908981047764,1455.763149108274,11601.099585305412,0.053395206412982975,0.5536532708282743,0.00036566069935176125,0.018736217264998665,0.0028024360797128255,0.009263151593479721,0.04033678755799338,0.32144726956320635,0.946604793587017,True,False,True,False,False,0.6785527304367936,0.8253791681475425
Industry,13496.150492018383,1247.561380748805,218.67376874530822,11.570824635195603,3249.069603446788,38.55696816630067,20.736510832268795,149.00824732155237,8560.973188122165,0.09243831279790576,0.0162026771170514,0.0008573425912847209,0.24074046931888363,0.00285688635356454,0.001536475963611428,0.01104079621886817,0.6343270396388304,0.9075616872020942,True,False,False,False,True,0.3656729603611696,0.9642042369423951
Inglewood,109242.5000455885,5734.611360196747,41091.40216976892,152.15980519525323,2495.2623240946905,318.5978281389513,821.1315181946183,3831.6721927716235,54797.66284722771,0.05249432554000146,0.37614849671712813,0.001392862714893514,0.022841497796676026,0.0029164274710483168,0.007516593979924919,0.03507492222507367,0.501614873555254,0.9475056744599986,True,False,False,False,True,0.498385126444746,0.9276114821870697
Irwindale,2094.734491026421,148.94212094095803,8.372622607766298,7.505110088301833,147.49020099231961,10.415433834330754,7.074315938924311,20.76379618089875,1744.1708904429215,0.07110310236405012,0.003996985128011955,0.0035828455207343843,0.070409973972429,0.004972197612131352,0.003377189791465119,0.009912376136378258,0.8326453294747999,0.9288968976359498,True,False,False,False,True,0.16735467052520014,0.9927387937943425
Jefferson Park,24045.638872956188,2115.9837935990577,6216.815054703135,6.42988982934224,1264.085008941643,0.0249598437217428,65.6549703510761,807.3716915525815,13569.27350413563,0.08799865143025486,0.2585423114581956,0.0002674035763122872,0.052570240101349225,1.0380195699360188e-06,0.0027304315222382125,0.033576637153135566,0.5643132867389443,0.9120013485697451,True,False,False,False,True,0.4356867132610557,0.960684321316489
Koreatown,101644.97138827757,9751.474639599604,5688.868739695911,299.9424055854938,37756.5045913453,109.31707424452314,342.8966779822988,2431.0646047855903,45264.90265503885,0.09593661650362977,0.05596802932793184,0.0029508828768295106,0.3714547220158857,0.0010754794138013834,0.0033734740961503594,0.023917214709019616,0.4453235810567519,0.9040633834963703,True,False,False,False,False,0.554676418943248,0.9239388404150581
La Cañada Flintridge,20379.74170363325,10832.961227774254,224.0932926188242,9.493523052601182,6201.9160855194705,12.352656322327903,38.3093583436009,1033.2871664165996,2027.328393585573,0.531555374219634,0.010995884829044393,0.00046583137267675474,0.30431769821762794,0.0006061242827295353,0.0018797764417579049,0.050701681181385516,0.09947762945514396,0.46844462578036605,False,True,False,False,False,0.9005223705448561,0.6919550029133668
La Crescenta-Montrose,19960.63824073135,9648.783536218054,75.06101325134706,25.55212940877752,5260.77330953304,51.8573182681972,122.2525942226696,1359.3498336644263,3417.0085061648388,0.4833905318983691,0.0037604515620236426,0.0012801258707567911,0.2635573695633636,0.00259797896453922,0.006124683627260123,0.06810152146791376,0.1711873370457738,0.5166094681016309,True,False,False,False,False,0.8288126629542262,0.7828721787627715
La Habra Heights,6144.52739429449,2675.7251610120557,154.35056913835768,88.87241081874731,1301.2533941357487,0.3920169429788444,277.4551212549195,192.05630380362203,1454.4224171880599,0.4354647622690403,0.025120006671575774,0.014463669069368936,0.21177436613660958,6.379936451139469e-05,0.045154835099693896,0.03125648100811727,0.23670208038108284,0.5645352377309597,True,False,False,False,False,0.7632979196189171,0.8497136845742048
La Mirada,47535.03990574061,13207.448149681919,766.9523289195769,46.88388199539124,10304.046402792002,59.91686799174566,88.85076465719901,1444.876722348481,21616.064787354295,0.27784657751148556,0.016134462712988178,0.0009863015175407325,0.21676738724158776,0.0012604779150403058,0.0018691635650960896,0.030396034698058374,0.454739594838203,0.7221534224885144,True,False,False,False,False,0.5452604051617971,0.9372652768571367
La Puente,37708.64485604394,1018.3281068299635,444.968096016322,385.75532622214536,5292.064664208775,48.260259872717356,153.84503828564033,92.37869386120711,30273.044670747164,0.027005163158674104,0.011800161414312999,0.010229890989050394,0.14034088693485794,0.0012798195230020897,0.004079834713577145,0.0024498014769258054,0.8028144417895994,0.9729948368413259,True,False,False,False,True,0.19718555821040062,0.985874006309175
La Verne,31031.615665711444,13933.001449949286,1133.9491339754918,74.88024198919292,3050.3334201472176,9.566652589809753,176.88428931191515,1171.6683360927439,11481.332141655788,0.44899374882838067,0.03654173685930427,0.0024130307231128886,0.09829760245186654,0.0003082872865166501,0.005700131479372646,0.0377572456656643,0.3699882167057821,0.5510062511716194,True,False,False,False,False,0.6300117832942179,0.8865133396431435
Ladera Heights,6670.475962144119,978.179784615364,4222.777503666387,82.48682258577739,265.7924565179341,0.0245095566655569,0.041852638499608893,581.5170494092193,539.6559831542723,0.14664317661388343,0.6330549015739264,0.012365957549941204,0.03984610064204464,3.6743340062466382e-06,6.274310669452742e-06,0.08717774454317948,0.08090217043234925,0.8533568233861166,True,False,True,False,False,0.9190978295676507,0.639051884963044
Lake Balboa,26472.064675938887,10005.83516298409,894.7385644973374,4.476225097690413e-05,2285.7755386834037,0.0,124.43042472762346,1267.537258644772,11893.74768163941,0.3779771349712152,0.0337993494444197,1.6909240561651258e-09,0.08634670422065724,0.0,0.004700442759220113,0.04788207018082983,0.4492942967327339,0.6220228650287848,True,False,False,False,False,0.5507057032672661,0.9234887150095367
Lake Hughes,191.50958159894435,90.77620092890352,2.4631734254606177,0.0003811497075476351,16.534628233922177,0.0004603098249634838,8.55983993081338,9.81146474260398,63.36343287770817,0.4740034423917508,0.012861880877683434,1.990238317923076e-06,0.08633838628789171,2.403586395627221e-06,0.04469666665942194,0.05123223945604433,0.33086299050249424,0.5259965576082493,True,False,False,False,False,0.6691370094975058,0.8705595879896806
Lake Los Angeles,4315.886153598786,1085.8890868388207,235.3044056167768,0.0,38.40110302434158,0.0,31.407662248831063,138.26271216947836,2786.6211837005376,0.25160281068428,0.054520531182354996,0.0,0.008897617234949758,0.0,0.007277222134935579,0.032035764440678884,0.6456660543228008,0.74839718931572,True,False,False,False,True,0.3543339456771992,0.964006237801125
Lake View Terrace,12555.79601955357,1964.791448959255,1027.6057598512184,35.57523741756606,595.0281049550196,0.0165186272540366,354.2550500143271,164.38354405045698,8414.140355678473,0.15648481752167828,0.08184313907703604,0.0028333717242748704,0.04739071135182205,1.3156176819304467e-06,0.02821446362003919,0.01309224391623254,0.6701399371712351,0.8435151824783217,True,False,False,False,True,0.3298600628287649,0.9813441491831595
Lakewood,82665.11972458925,26231.853780152534,7175.839089215669,129.1057575359178,15001.319003927194,802.9824036247223,377.7742827637051,3658.7900358112033,29287.455371558313,0.31732674999501276,0.08680612951536283,0.0015617924218346531,0.1814709644636849,0.009713678590195887,0.004569935711970351,0.04426038512979826,0.3542903641721404,0.6826732500049872,True,False,False,False,False,0.6457096358278596,0.923371692429052
Lancaster,173350.58015925754,45592.77266727779,35398.376866154314,372.34112402547,6743.832982207445,178.12823189360498,1079.156907930998,6014.4007004610085,77971.57067930691,0.2630090572837519,0.20420108680128876,0.0021479081505432485,0.03890285787340239,0.0010275606330821517,0.006225285816404965,0.034695013393872494,0.4497912300476541,0.7369909427162481,True,False,False,False,False,0.5502087699523459,0.9432378677806768
Larchmont,8232.527579045782,3222.634337898197,329.2015868353326,78.67020040962403,2048.2706053321895,0.0,29.723611166654266,429.71452389379937,2094.312713509985,0.39145138682568825,0.03998791181377248,0.009556020268898091,0.24880215531201427,0.0,0.0036105085444608346,0.052197155705563617,0.25439486152960245,0.6085486131743117,True,False,False,False,False,0.7456051384703976,0.8654276418269682
Lawndale,31488.869577854573,4903.161366835609,1941.6311417729603,85.74851848123848,3414.2291423419447,53.30414197421635,87.96310128343721,605.0621739762653,20397.7699911889,0.15571093635841074,0.06166087153342801,0.002723137401589783,0.10842653890449902,0.00169279312623226,0.0027934664680786037,0.01921511258066222,0.6477771436270993,0.8442890636415893,True,False,False,False,True,0.35222285637290074,0.9783537757578367
Leimert Park,12752.471439130446,785.8570187351653,7839.521058124332,14.893178040532359,290.68589278348225,4.965627990165889,94.69845871646055,302.8604559051026,3418.9897488352053,0.06162389953086228,0.6147452355054156,0.0011678660180985186,0.02279447510790138,0.00038938554098063373,0.007425890672915537,0.023749157749594126,0.26810408987423195,0.9383761004691378,True,False,True,False,False,0.731895910125768,0.7677754280546664
Lennox,17485.484103830015,341.77663187024126,621.3348638372662,4.756647312850893,562.0787448355622,377.42790298734985,88.24476779493344,215.0369535065378,15274.827591685274,0.019546306515778916,0.03553432436572741,0.0002720340646335893,0.03214544941952421,0.02158521324008857,0.005046744332094548,0.012298026879303627,0.8735719011828492,0.9804536934842211,True,False,False,False,True,0.12642809881715078,0.9975504162601984
Leona Valley,946.574571472062,623.1147664611202,0.523684875707046,0.006506301595489351,114.25527445376859,0.0,18.727733586835257,8.832376621471115,181.11422917156426,0.6582838639876893,0.0005532420703977284,6.873522479450404e-06,0.12070393384441432,0.0,0.019784741901222733,0.00933088304678994,0.19133646162700646,0.34171613601231066,False,True,False,False,False,0.8086635383729935,0.6906991813527669
Lincoln Heights,27525.002472405144,1690.299888402974,488.49579261355154,65.92845701344062,7168.1389507336,95.36361506414764,54.24816556563423,204.39363938130523,17758.133963630487,0.061409618040818105,0.017747347819615532,0.0023952207481011635,0.26042282677067624,0.0034646178564290146,0.0019708686900217383,0.007425744632946631,0.6451637554413915,0.9385903819591819,True,False,False,False,True,0.3548362445586085,0.9610068155417982
Littlerock,352.26148347010775,100.58865622069848,0.11698125332478851,1.7359562222764833,4.041702296046567,6.375943965742517e-05,0.0,0.3070789713130821,245.47104474700865,0.2855511060414706,0.0003320864153878331,0.004928033020174893,0.011473585633694574,1.8100031553076588e-07,0.0,0.0008717358715692238,0.6968432720173873,0.7144488939585294,True,False,False,False,True,0.30315672798261273,0.9528213097198356
Lomita,20531.13654227653,7709.624085750019,974.3551291393048,18.66663162063863,3666.640522041351,122.5626607601679,80.53070178677729,1135.3615082864737,6823.395302891797,0.3755088798846964,0.04745743749416741,0.0009091864730528375,0.1785892619481253,0.0059695994183173425,0.003922369403220962,0.05529949625285492,0.33234376912556474,0.6244911201153036,True,False,False,False,False,0.6676562308744353,0.9025564634334909
Long Beach,444810.4456055059,115281.23593239315,51981.839526382304,862.0524475692091,56052.037598735675,2546.631526453232,2275.481148145879,15226.000608631533,200585.16681719493,0.2591693542076436,0.11686290202924782,0.0019380220408172415,0.12601331230527618,0.005725206212247524,0.0051156198570119936,0.034230312617557525,0.45094527073019813,0.7408306457923564,True,False,False,False,False,0.5490547292698018,0.9511636181960814
Lopez/Kagel Canyons,1665.5832183886948,477.6634595644824,199.72173794486392,4.110533555545391,138.25625647970122,0.00032955358243990583,0.45579228912640163,17.92919801934219,827.4459109820508,0.286784505445834,0.11991099318236234,0.002467924454427423,0.08300771462710341,1.9786077261196227e-07,0.0002736532669723585,0.010764516489717706,0.4967904946728101,0.713215494554166,True,False,False,False,False,0.5032095053271899,0.948237682194697
Los Feliz,32157.16430058272,20612.98314891881,1006.1839912600985,44.87434959190607,3707.1617531812312,30.47134953456156,234.7261646396094,1275.0692798846837,5245.694263571819,0.6410074892252015,0.0312895745985247,0.0013954697364622073,0.11528260758720114,0.0009475757641356887,0.0072993427668420355,0.03965117284491339,0.16312676747671936,0.35899251077479855,False,True,False,False,False,0.8368732325232806,0.6909207830534843
Lynwood,66678.2779581124,1571.6464681028074,5609.174405084806,70.2954611777237,486.4417150366097,30.14076411663685,150.54029522029492,404.81646460074734,58355.22238477277,0.023570591746387374,0.08412296443241252,0.0010542482999018603,0.007295355098135476,0.0004520327314927271,0.002257711204162546,0.006071189553741248,0.8751759069337661,0.9764294082536126,True,False,False,False,True,0.12482409306623388,0.9939926713494948
Malibu,6746.110982979256,4862.756418013325,68.24483298454301,8.472317427861242,311.76663703098893,8.127273570859582,83.63606378981477,523.947892520634,879.159547641229,0.7208236612593952,0.010116174067804075,0.0012558817145518779,0.046214276316768325,0.0012047346376845953,0.012397670895250961,0.07766665769990715,0.13032094340863773,0.27917633874060477,False,True,False,False,False,0.8696790565913622,0.5964573486645468
Manchester Square,12589.072470489242,367.5544916033227,7520.952555472912,15.356331778684952,45.87440836278823,0.3916194155211078,51.80660581123462,485.9164341248779,4101.220023919902,0.02919631231490072,0.5974191167064296,0.0012198143917816504,0.0036439863596245898,3.110788474997861e-05,0.004115204351446655,0.038598271259772485,0.3257761867312945,0.9708036876850993,True,False,True,False,False,0.6742238132687055,0.7993917348337606
Manhattan Beach,30423.013319099962,21280.35985789361,146.50478571300036,42.57829985443994,4958.247970168581,36.21277025352538,92.4513339427569,1377.5769756510895,2489.081325622957,0.6994823173723401,0.004815590887606875,0.0013995424913320054,0.16297688589104117,0.0011903084639808027,0.0030388618304523687,0.04528075378996823,0.08181573927327836,0.3005176826276599,False,True,False,False,False,0.9181842607267217,0.5616417807239698
